"Player","EH_ID","Season","Team","Position","Shoots","Birthday","Age","GP","TOI","TOI/GP","TOI%","OZS/60","NZS/60","DZS/60","OTF/60","OZF/60","NZF/60","DZF/60","Ice_F/60","Ice_A/60"
"Rick Nash","RICK.NASH","12-13","NYR","L","L",1984-06-16,28,44,127.87,2.91,55.93,38.95,3.75,1.41,7.98,58.18,7.98,3.28,0.47,0
"Rick Nash","RICK.NASH","13-14","NYR","L","L",1984-06-16,29,64,151.02,2.36,45.86,42.91,7.15,1.19,25.03,61.98,12.71,6.36,3.58,0
"Rick Nash","RICK.NASH","14-15","NYR","L","L",1984-06-16,30,75,195.8,2.61,55.09,40.45,7.97,0,12.56,61.9,11.34,3.68,1.23,0
"Rick Nash","RICK.NASH","15-16","NYR","L","L",1984-06-16,31,58,123.28,2.13,46.74,35.53,5.84,0.97,23.85,57.43,10.22,5.84,1.46,0
"Rick Nash","RICK.NASH","16-17","NYR","L","L",1984-06-16,32,64,132.4,2.07,41.59,29.91,5.44,3.17,36.25,44.41,9.06,5.89,0.45,0
"Rick Nash","RICK.NASH","17-18","NYR","L","L",1984-06-16,33,58,127.28,2.19,43.69,36.77,6.6,0.47,26.87,55.15,8.96,5.19,2.83,0
"Rickard Rakell","RICKARD.RAKELL","14-15","ANA","R","R",1993-05-05,21,68,90.48,1.33,28.92,33.16,9.95,1.33,29.18,47.08,18.57,4.64,1.33,0
"Rickard Rakell","RICKARD.RAKELL","15-16","ANA","R","R",1993-05-05,22,69,155.57,2.25,45.91,29.7,5.4,1.16,21.98,47.05,10.41,2.7,0.77,0
"Rickard Rakell","RICKARD.RAKELL","16-17","ANA","R","R",1993-05-05,23,69,157.1,2.28,47.11,25.59,5.35,2.29,26.35,40.87,10.31,5.35,2.29,0
"Rickard Rakell","RICKARD.RAKELL","17-18","ANA","R","R",1993-05-05,24,74,198.1,2.68,60.99,29.68,6.97,0.3,9.69,51.19,10.3,0.61,0,0.3
"Rickard Rakell","RICKARD.RAKELL","18-19","ANA","R","R",1993-05-05,25,69,161.42,2.34,56.49,31.97,6.32,1.12,11.52,53.15,9.66,3.72,0.74,0
"Rickard Rakell","RICKARD.RAKELL","19-20","ANA","R","R",1993-05-05,26,64,148.03,2.31,52.74,33.24,7.3,0.81,21.48,50.67,9.32,1.62,0.81,0
"Riley Nash","RILEY.NASH","13-14","CAR","C","R",1989-05-09,24,71,56.88,0.8,14.85,31.65,7.38,2.11,37.97,53.8,9.49,2.11,0,0
"Riley Nash","RILEY.NASH","14-15","CAR","C","R",1989-05-09,25,65,110.85,1.71,34.58,35.72,4.33,2.17,22.19,53.04,10.28,3.79,1.08,0
"Riley Nash","RILEY.NASH","15-16","CAR","C","R",1989-05-09,26,62,62.97,1.02,21.37,27.63,5.72,0,33.35,40.97,8.58,0,0,0
"Riley Sheahan","RILEY.SHEAHAN","13-14","DET","C","L",1991-12-07,21,42,86.97,2.07,38.78,37.94,6.9,2.76,28.29,52.43,12.42,3.45,0.69,0
"Riley Sheahan","RILEY.SHEAHAN","14-15","DET","C","L",1991-12-07,22,79,180.23,2.28,41.3,32.62,8.32,1.33,33.29,47.94,10.99,3.33,0.33,0
"Riley Sheahan","RILEY.SHEAHAN","15-16","DET","C","L",1991-12-07,23,80,90.23,1.13,21.91,32.58,4.65,2.66,37.9,44.55,4.65,5.32,1.99,0
"Riley Sheahan","RILEY.SHEAHAN","16-17","DET","C","L",1991-12-07,24,77,84.37,1.1,21.97,34.14,7.82,1.42,37.69,43.38,10.67,4.27,0.71,0
"Rob Blake","ROB.BLAKE","07-08","L.A","D","R",1969-12-10,37,71,263.85,3.72,53.13,23.42,13.42,0.91,17.51,43.43,19.78,2.73,0.23,0
"Rob Blake","ROB.BLAKE","08-09","S.J","D","R",1969-12-10,38,73,191.28,2.62,39.78,25.72,10.35,0.63,31.37,49.25,17.57,2.2,0.31,0
"Rob Blake","ROB.BLAKE","09-10","S.J","D","R",1969-12-10,39,68,156.93,2.31,39.31,22.94,6.5,1.91,36.7,42.44,11.09,4.59,1.15,0
"Rob Niedermayer","ROB.NIEDERMAYER","07-08","ANA","C","L",1974-12-28,32,77,62.83,0.82,12.69,24.83,14.32,1.91,53.48,32.47,22.92,3.82,0,0
"Rob Niedermayer","ROB.NIEDERMAYER","09-10","N.J","C","L",1974-12-28,34,69,60.45,0.88,16.93,44.67,9.93,2.98,51.61,57.57,12.9,4.96,0,0
"Rob Schremp","ROB.SCHREMP","09-10","NYI","C","L",1986-07-01,23,42,109.5,2.61,41.33,27.4,5.48,0.55,29.04,37.26,8.77,2.19,0.55,0
"Rob Schremp","ROB.SCHREMP","10-11","NYI","C","L",1986-07-01,24,45,80.77,1.79,34.88,26,8.17,1.49,29.71,40.11,14.11,4.46,0.74,0
"Robby Fabbri","ROBBY.FABBRI","15-16","STL","C","L",1996-01-22,19,69,103.62,1.5,33.53,20.27,5.79,2.32,51.53,27.79,9.26,5.79,1.16,0
"Robby Fabbri","ROBBY.FABBRI","16-17","STL","C","L",1996-01-22,20,49,115.85,2.36,45.89,31.07,7.77,3.11,32.11,45.58,12.43,4.14,0,0
"Robby Fabbri","ROBBY.FABBRI","19-20","DET","C","L",1996-01-22,23,49,136.95,2.79,55.54,26.73,4.82,1.31,18.4,46.88,7.89,3.5,1.31,0
"Robert Lang","ROBERT.LANG","07-08","CHI","C","R",1970-12-19,36,74,245.63,3.32,47.01,19.54,10.75,2.44,27.36,33.95,16.37,4.15,0.49,0.24
"Robert Lang","ROBERT.LANG","08-09","MTL","C","R",1970-12-19,37,50,140.65,2.81,41.29,38.39,6.4,1.28,18.34,53.75,12.37,2.56,0.43,0
"Robert Lang","ROBERT.LANG","09-10","ARI","C","R",1970-12-19,38,63,177.45,2.82,44.52,27.39,5.41,1.01,20.96,47,8.11,3.72,0,0
"Robert Nilsson","ROBERT.NILSSON","07-08","EDM","C","L",1985-01-10,22,71,157.48,2.22,34.18,20.96,6.86,2.67,41.91,33.15,13.72,4.57,1.52,0.38
"Robert Nilsson","ROBERT.NILSSON","08-09","EDM","C","L",1985-01-10,23,64,154.55,2.41,36.5,20.19,5.82,0.78,44.65,30.67,10.09,3.11,0.78,0
"Robert Nilsson","ROBERT.NILSSON","09-10","EDM","C","L",1985-01-10,24,59,130.18,2.21,40.99,29.5,5.99,1.38,28.58,43.79,11.06,2.3,0.46,0
"Robert Thomas","ROBERT.THOMAS","18-19","STL","C","R",1999-07-02,19,70,84.62,1.21,25.56,28.36,3.55,0,38.29,41.13,4.25,0.71,0,0
"Robert Thomas","ROBERT.THOMAS","19-20","STL","C","R",1999-07-02,20,64,92.88,1.45,32.15,23.26,7.11,1.94,48.45,39.41,10.98,3.23,0,0
"Robyn Regehr","ROBYN.REGEHR","07-08","CGY","D","L",1980-04-19,27,82,119.35,1.46,22.43,22.12,15.08,4.52,44.74,37.2,19.61,6.54,0.5,0
"Robyn Regehr","ROBYN.REGEHR","09-10","CGY","D","L",1980-04-19,29,81,70.73,0.87,16.19,17.81,13.57,1.7,77.19,33.93,19.51,2.54,0,0
"Rod Brind'Amour","ROD.BRIND'AMOUR","07-08","CAR","C","L",1970-08-09,37,59,221.35,3.75,48.65,24.94,13.01,1.08,16.81,40.66,23.31,4.34,1.63,0
"Rod Brind'Amour","ROD.BRIND'AMOUR","08-09","CAR","C","L",1970-08-09,38,79,217.37,2.75,38.83,33.4,4.69,2.21,27.6,51.07,10.77,5.24,0.28,0
"Rod Brind'Amour","ROD.BRIND'AMOUR","09-10","CAR","C","L",1970-08-09,39,78,93.92,1.2,19.53,26.83,10.22,1.28,33.22,38.97,15.33,4.47,0.64,0
"Roman Cervenka","ROMAN.CERVENKA","12-13","CGY","C","L",1985-12-10,26,38,61.35,1.61,29.57,35.21,3.91,1.96,36.19,44.99,8.8,4.89,0.98,0
"Roman Hamrlik","ROMAN.HAMRLIK","07-08","MTL","D","L",1974-04-12,33,77,162.92,2.12,31.47,13.63,14.73,2.58,54.51,24.31,18.78,5.52,0,0.37
"Roman Hamrlik","ROMAN.HAMRLIK","08-09","MTL","D","L",1974-04-12,34,80,123.67,1.55,23.01,21.35,13.1,4.37,52.4,33.48,22.32,6.79,0.97,0
"Roman Hamrlik","ROMAN.HAMRLIK","09-10","MTL","D","L",1974-04-12,35,74,170.83,2.31,46.55,25.29,5.62,1.4,35.47,41.8,10.54,3.86,0,0
"Roman Hamrlik","ROMAN.HAMRLIK","10-11","MTL","D","L",1974-04-12,36,78,200.77,2.57,47.66,25.7,10.16,0.6,25.1,45.72,12.55,1.79,0.3,0
"Roman Josi","ROMAN.JOSI","11-12","NSH","D","L",1990-06-01,21,50,70,1.4,30.68,20.57,9.43,1.71,45.43,35.14,18.86,4.29,0.86,0
"Roman Josi","ROMAN.JOSI","12-13","NSH","D","L",1990-06-01,22,46,133.35,2.9,58.51,27.45,6.3,0,13.05,53.09,12.15,1.8,0.45,0
"Roman Josi","ROMAN.JOSI","13-14","NSH","D","L",1990-06-01,23,70,214.27,3.06,62.26,30.24,5.88,0.56,8.96,50.4,8.96,2.24,1.12,0
"Roman Josi","ROMAN.JOSI","14-15","NSH","D","L",1990-06-01,24,80,241.27,3.02,55.81,25.61,7.96,0.99,17.16,52.22,14.17,3.48,1.24,0
"Roman Josi","ROMAN.JOSI","15-16","NSH","D","L",1990-06-01,25,81,235.75,2.91,57.3,33.85,6.11,0.51,12.73,55.99,10.18,2.29,0.76,0.25
"Roman Josi","ROMAN.JOSI","16-17","NSH","D","L",1990-06-01,26,71,202.98,2.86,56.53,30.45,3.25,0.89,18.33,52.62,5.91,3.84,1.48,0
"Roman Josi","ROMAN.JOSI","17-18","NSH","D","L",1990-06-01,27,72,190.12,2.64,50.87,29.35,7.57,0.63,20.51,49.55,12.31,1.89,0.63,0.63
"Roman Josi","ROMAN.JOSI","18-19","NSH","D","L",1990-06-01,28,81,221.05,2.73,53.93,27.69,5.16,1.09,19,48.31,7.33,1.9,0.54,0
"Roman Josi","ROMAN.JOSI","19-20","NSH","D","L",1990-06-01,29,68,206.43,3.04,60.16,30.52,5.23,0.87,9.01,61.33,7.85,2.03,0.29,0
"Roman Polak","ROMAN.POLAK","08-09","STL","D","R",1986-04-28,22,68,135.02,1.99,31.77,23.55,10.67,2.22,41.33,37.77,15.11,3.11,0,0
"Ron Hainsey","RON.HAINSEY","07-08","CBJ","D","L",1981-03-24,26,78,320.5,4.11,62.18,19.47,11.42,1.31,11.61,42.12,20.22,2.43,0.19,0
"Ron Hainsey","RON.HAINSEY","08-09","ATL","D","L",1981-03-24,27,81,276.72,3.42,51.54,28.84,8.02,0.43,13.01,50.95,12.36,2.6,0.22,0
"Ron Hainsey","RON.HAINSEY","09-10","ATL","D","L",1981-03-24,28,80,92.18,1.15,18.15,33.85,12.37,3.91,33.85,59.23,14.97,7.81,0,0
"Ron Hainsey","RON.HAINSEY","13-14","CAR","D","L",1981-03-24,32,80,51.38,0.64,11.91,22.19,12.85,3.5,66.56,38.54,19.85,4.67,0,0
"Roope Hintz","ROOPE.HINTZ","18-19","DAL","L","L",1996-11-17,21,57,99.4,1.74,41.89,30.78,6.64,1.81,30.18,51.91,10.87,7.24,2.41,0
"Roope Hintz","ROOPE.HINTZ","19-20","DAL","L","L",1996-11-17,22,56,115.68,2.07,42.96,32.16,4.15,1.04,32.16,60.68,7.26,2.59,1.56,0
"Rostislav Klesla","ROSTISLAV.KLESLA","07-08","CBJ","D","L",1982-03-21,25,82,163.18,1.99,30.21,18.75,16.18,2.94,50.74,31.62,23.9,5.15,0,0.37
"Rostislav Olesz","ROSTISLAV.OLESZ","07-08","FLA","C","L",1985-10-10,21,55,143.08,2.6,43.66,33.97,13.84,3.35,28.1,50.74,20.13,6.71,1.26,0
"Rostislav Olesz","ROSTISLAV.OLESZ","08-09","FLA","C/L","L",1985-10-10,22,36,65.98,1.83,29.5,37.28,1.82,0.91,34.56,52.74,7.27,1.82,0.91,0
"Rostislav Olesz","ROSTISLAV.OLESZ","09-10","FLA","L","L",1985-10-10,23,78,135.17,1.73,28.8,20.42,7.55,2.22,49.27,31.96,9.77,3.11,0.44,0
"Rudolfs Balcers","RUDOLFS.BALCERS","18-19","OTT","L","L",1997-04-08,21,34,51.85,1.53,33.17,20.83,9.26,1.16,39.34,27.77,12.73,2.31,0,0
"Ruslan Fedotenko","RUSLAN.FEDOTENKO","07-08","NYI","L","L",1979-01-18,28,67,133.92,2,32.74,23.3,16.13,1.79,27.78,35.39,21.95,3.14,0.9,0
"Ruslan Fedotenko","RUSLAN.FEDOTENKO","08-09","PIT","L","L",1979-01-18,29,65,91.88,1.41,21.53,23.51,13.06,0.65,44.41,37.22,20.24,4.57,2.61,0
"Ruslan Fedotenko","RUSLAN.FEDOTENKO","09-10","PIT","L","L",1979-01-18,30,79,122.72,1.55,25.05,22.49,12.22,4.89,45.47,30.8,17.6,6.36,0,0
"Ruslan Fedotenko","RUSLAN.FEDOTENKO","10-11","NYR","L","L",1979-01-18,31,64,51.48,0.8,13.3,24.48,16.32,3.5,50.12,33.8,23.31,8.16,1.17,0
"Ruslan Salei","RUSLAN.SALEI","07-08","FLA","D","L",1974-11-02,32,64,147.75,2.31,38.89,21.52,10.96,4.87,41.02,36.55,16.65,7.72,0.41,0
"Ruslan Salei","RUSLAN.SALEI","08-09","COL","D","L",1974-11-02,33,70,169.98,2.43,39.53,24.36,9.88,1.41,34.24,39.18,15.18,1.76,0.35,0
"Ryan Callahan","RYAN.CALLAHAN","08-09","NYR","R","R",1985-03-21,23,81,117.47,1.45,22.76,30.65,11.75,2.55,32.18,48.52,19.92,2.55,0,0
"Ryan Callahan","RYAN.CALLAHAN","09-10","NYR","R","R",1985-03-21,24,77,233.35,3.03,52.71,36,6.69,0.51,14.14,56.31,11.57,1.8,0.51,0
"Ryan Callahan","RYAN.CALLAHAN","10-11","NYR","R","R",1985-03-21,25,58,184.47,3.18,51.25,33.83,7.16,0.98,14.31,55.29,12.36,3.9,1.63,0
"Ryan Callahan","RYAN.CALLAHAN","11-12","NYR","R","R",1985-03-21,26,75,261.33,3.48,63.11,31.22,5.74,0.23,8.72,50.28,8.95,1.38,0.23,0
"Ryan Callahan","RYAN.CALLAHAN","12-13","NYR","R","R",1985-03-21,27,45,132.57,2.95,58.65,29.42,4.53,0.45,9.5,56.12,8.15,1.81,0.91,0
"Ryan Callahan","RYAN.CALLAHAN","13-14","NYR","R","R",1985-03-21,28,44,72.92,1.66,32.95,26.33,4.94,0.82,23.04,49.37,9.87,3.29,1.65,0
"Ryan Callahan","RYAN.CALLAHAN","13-14","T.B","R","R",1985-03-21,28,20,67.35,3.37,61.95,33.85,7.13,0,4.45,57.91,9.8,0.89,0,0
"Ryan Callahan","RYAN.CALLAHAN","14-15","T.B","R","R",1985-03-21,29,76,216.97,2.85,52.58,27.65,4.98,0.83,19.63,47.01,6.91,1.94,0.28,0
"Ryan Callahan","RYAN.CALLAHAN","15-16","T.B","R","R",1985-03-21,30,72,160.35,2.23,40.13,28.81,6.36,1.5,25.82,45.28,9.73,2.25,0.37,0
"Ryan Callahan","RYAN.CALLAHAN","17-18","T.B","R","R",1985-03-21,32,64,51.6,0.81,15.66,26.74,8.14,6.98,37.21,38.37,12.79,9.3,1.16,0
"Ryan Donato","RYAN.DONATO","18-19","BOS","C","L",1996-04-09,22,34,72.13,2.12,45.42,29.95,4.16,0.83,28.28,49.91,9.98,0.83,0,0
"Ryan Dzingel","RYAN.DZINGEL","16-17","OTT","C","L",1992-03-09,24,81,105.13,1.3,27.03,19.4,5.14,1.71,53.08,29.11,9.7,3.42,0.57,0
"Ryan Dzingel","RYAN.DZINGEL","17-18","OTT","C","L",1992-03-09,25,79,166.57,2.11,42.19,21.25,3.6,2.88,40.34,35.3,7.56,3.96,0.72,0
"Ryan Dzingel","RYAN.DZINGEL","18-19","OTT","C","L",1992-03-09,26,56,120.42,2.15,47.04,29.4,7.47,1,27.9,40.86,13.45,4.48,0.5,0
"Ryan Dzingel","RYAN.DZINGEL","19-20","CAR","C","L",1992-03-09,27,63,138.87,2.2,45.87,30.24,6.48,0.43,24.2,51.85,9.94,1.3,0.86,0
"Ryan Ellis","RYAN.ELLIS","11-12","NSH","D","R",1991-01-03,20,32,55.07,1.72,36.07,23.97,7.63,2.18,37.04,31.6,14.16,3.27,1.09,0
"Ryan Ellis","RYAN.ELLIS","12-13","NSH","D","R",1991-01-03,21,32,59.97,1.87,37.29,23.01,11.01,3,34.02,37.02,17.01,5,0,0
"Ryan Ellis","RYAN.ELLIS","13-14","NSH","D","R",1991-01-03,22,78,135.02,1.73,35.73,24.44,6.22,0.89,39.11,36.88,8.44,2.67,0.89,0
"Ryan Ellis","RYAN.ELLIS","14-15","NSH","D","R",1991-01-03,23,57,117.35,2.06,37.86,25.56,6.14,2.05,28.63,48.06,11.25,3.58,0.51,0
"Ryan Ellis","RYAN.ELLIS","15-16","NSH","D","R",1991-01-03,24,79,161.57,2.05,40.57,28.97,4.83,1.49,32.68,43.82,7.06,4.08,0.74,0
"Ryan Ellis","RYAN.ELLIS","16-17","NSH","D","R",1991-01-03,25,70,147.3,2.1,42.56,24.03,8.55,1.22,34.22,41.14,13.44,2.04,0,0
"Ryan Ellis","RYAN.ELLIS","17-18","NSH","D","R",1991-01-03,26,42,86.2,2.05,43.81,27.15,9.05,0.7,25.75,46.64,15.31,2.09,0.7,0
"Ryan Ellis","RYAN.ELLIS","18-19","NSH","D","R",1991-01-03,27,81,156.92,1.94,38.28,31.74,5.35,0.38,25.24,52,7.65,1.15,0.76,0
"Ryan Ellis","RYAN.ELLIS","19-20","NSH","D","R",1991-01-03,28,49,97.97,2,39.1,25.11,3.06,3.06,36.75,45.93,7.35,3.67,0.61,0
"Ryan Getzlaf","RYAN.GETZLAF","07-08","ANA","C","R",1985-05-10,22,76,276.12,3.63,56.45,24.34,12.6,0.22,11.95,45.2,24.77,1.74,0.22,0
"Ryan Getzlaf","RYAN.GETZLAF","08-09","ANA","C","R",1985-05-10,23,81,295.95,3.65,64.21,28.79,4.87,0.41,9.73,55.96,8.31,1.42,0.41,0
"Ryan Getzlaf","RYAN.GETZLAF","09-10","ANA","C","R",1985-05-10,24,65,234.83,3.61,62.28,30.15,4.85,0.77,8.94,56.72,8.94,2.81,0.77,0
"Ryan Getzlaf","RYAN.GETZLAF","10-11","ANA","C","R",1985-05-10,25,66,220.55,3.34,62.44,28.29,4.35,1.36,11.7,59.03,10.34,2.72,0.54,0
"Ryan Getzlaf","RYAN.GETZLAF","11-12","ANA","C","R",1985-05-10,26,81,278.37,3.44,66.09,28.67,6.47,0.65,7.33,55.39,11.42,1.51,0.22,0
"Ryan Getzlaf","RYAN.GETZLAF","12-13","ANA","C","R",1985-05-10,27,43,112.02,2.61,63.81,27.85,6.96,0,8.03,59.45,11.78,0,0,0
"Ryan Getzlaf","RYAN.GETZLAF","13-14","ANA","C","R",1985-05-10,28,77,266.38,3.46,63.83,25.23,6.98,0.45,9.69,52.48,12.84,2.7,0.9,0
"Ryan Getzlaf","RYAN.GETZLAF","14-15","ANA","C","R",1985-05-10,29,73,219.03,3,60.86,32.32,3.01,1.37,10.14,55.88,7.12,4.93,2.19,0
"Ryan Getzlaf","RYAN.GETZLAF","15-16","ANA","C","R",1985-05-10,30,74,206.23,2.79,59.16,32.88,6.98,0.29,11.64,56.73,11.06,1.75,0.58,0
"Ryan Getzlaf","RYAN.GETZLAF","16-17","ANA","C","R",1985-05-10,31,72,212.88,2.96,59.94,31,5.64,1.13,10.43,58.62,10.15,3.95,1.41,0
"Ryan Getzlaf","RYAN.GETZLAF","17-18","ANA","C","R",1985-05-10,32,54,148.43,2.75,66.36,27.08,6.47,0,6.47,50.93,8.49,0.4,0,0
"Ryan Getzlaf","RYAN.GETZLAF","18-19","ANA","C","R",1985-05-10,33,67,171.17,2.55,57.32,27.34,7.01,1.05,14.72,47.32,11.57,3.86,1.05,0
"Ryan Getzlaf","RYAN.GETZLAF","19-20","ANA","C","R",1985-05-10,34,68,160.67,2.36,54.43,30.25,5.6,0.75,19.42,48.55,6.72,2.24,1.49,0
"Ryan Johansen","RYAN.JOHANSEN","11-12","CBJ","C","R",1992-07-31,19,66,111.6,1.69,26.46,26.88,9.14,2.69,40.32,41.4,12.37,4.84,1.08,0
"Ryan Johansen","RYAN.JOHANSEN","12-13","CBJ","C","R",1992-07-31,20,40,86.1,2.15,43.11,23.69,4.88,2.09,32.06,43.21,9.06,5.57,1.39,0
"Ryan Johansen","RYAN.JOHANSEN","13-14","CBJ","C","R",1992-07-31,21,78,200.63,2.57,44.96,29.61,5.08,2.09,26.62,46.95,10.17,4.49,1.5,0
"Ryan Johansen","RYAN.JOHANSEN","14-15","CBJ","C","R",1992-07-31,22,80,218.37,2.73,55.5,29.67,6.04,1.1,17.86,55.5,11.27,3.02,1.37,0
"Ryan Johansen","RYAN.JOHANSEN","15-16","CBJ","C","R",1992-07-31,23,37,108.48,2.93,57.62,35.95,7.19,1.66,12.17,61.39,11.62,1.66,0,0
"Ryan Johansen","RYAN.JOHANSEN","15-16","NSH","C","R",1992-07-31,23,42,107.73,2.56,53.2,34.53,7.24,1.67,15.59,52.35,9.47,2.23,0.56,0
"Ryan Johansen","RYAN.JOHANSEN","16-17","NSH","C","R",1992-07-31,24,81,222.28,2.74,54.3,30.77,4.32,1.35,17.01,52.64,7.29,4.05,1.35,0
"Ryan Johansen","RYAN.JOHANSEN","17-18","NSH","C","R",1992-07-31,25,76,212.43,2.8,53.71,28.53,6.5,0.28,16.66,47.45,9.32,1.98,0.85,0.28
"Ryan Johansen","RYAN.JOHANSEN","18-19","NSH","C","R",1992-07-31,26,79,218.07,2.76,55.08,25.04,7.43,0.55,17.88,44.85,9.63,1.65,0.28,0
"Ryan Johansen","RYAN.JOHANSEN","19-20","NSH","C","R",1992-07-31,27,67,168.37,2.51,49.49,32.78,5.35,1.43,18.53,52.38,8.91,2.49,0.36,0
"Ryan Jones","RYAN.JONES","08-09","NSH","L/R","L",1984-06-14,24,46,65.7,1.43,23.09,31.96,8.22,0,41.1,46.58,13.7,3.65,0.91,0.91
"Ryan Jones","RYAN.JONES","09-10","NSH","L","L",1984-06-14,25,41,63.53,1.55,27.81,20.78,4.72,2.83,36.83,41.56,11.33,4.72,0,0
"Ryan Jones","RYAN.JONES","10-11","EDM","L","L",1984-06-14,26,80,65.83,0.82,14.51,38.28,8.2,2.73,45.57,54.69,9.11,4.56,0.91,0
"Ryan Jones","RYAN.JONES","11-12","EDM","L","L",1984-06-14,27,77,65.85,0.86,16.37,23.69,7.29,2.73,53.76,32.8,10.93,4.56,0.91,0
"Ryan Kesler","RYAN.KESLER","07-08","VAN","C","R",1984-08-31,23,80,156.82,1.96,28.68,22.57,16.83,2.68,30.61,32.14,25.25,4.21,0.38,0
"Ryan Kesler","RYAN.KESLER","08-09","VAN","C","R",1984-08-31,24,81,187.95,2.32,34.39,30.65,7.34,2.23,32.24,47.57,12.45,3.51,0,0.32
"Ryan Kesler","RYAN.KESLER","09-10","VAN","C","R",1984-08-31,25,82,212.48,2.59,44.09,30.78,6.49,1.69,28.52,49.42,9.32,3.67,1.13,0
"Ryan Kesler","RYAN.KESLER","10-11","VAN","C","R",1984-08-31,26,79,284.28,3.6,63.83,33.35,5.07,0.84,7.18,65.85,8.02,2.11,0.63,0
"Ryan Kesler","RYAN.KESLER","11-12","VAN","C","R",1984-08-31,27,74,240.87,3.25,60.78,32.13,5.98,0.25,11.46,61.53,8.47,1,0,0
"Ryan Kesler","RYAN.KESLER","12-13","VAN","C","R",1984-08-31,28,17,54.05,3.18,62.41,27.75,2.22,0,9.99,53.28,2.22,2.22,0,0
"Ryan Kesler","RYAN.KESLER","13-14","VAN","C","R",1984-08-31,29,75,257.07,3.43,65.41,29.64,5.13,0.47,8.17,55.32,10.5,3.03,0.47,0
"Ryan Kesler","RYAN.KESLER","14-15","ANA","C","R",1984-08-31,30,77,191.25,2.48,50.74,36.08,4.08,0.94,15.06,61.18,10.35,5.02,2.51,0
"Ryan Kesler","RYAN.KESLER","15-16","ANA","C","R",1984-08-31,31,76,149.9,1.97,40.88,26.42,5.2,2,33.62,46.43,10.41,4.8,1.2,0
"Ryan Kesler","RYAN.KESLER","16-17","ANA","C","R",1984-08-31,32,80,222.9,2.79,55.86,33.38,5.92,0.81,12.92,58.41,10.5,4.31,1.62,0
"Ryan Kesler","RYAN.KESLER","17-18","ANA","C","R",1984-08-31,33,43,63.68,1.48,35.2,25.44,12.25,0.94,41.46,42.4,14.13,1.88,0,0
"Ryan Kesler","RYAN.KESLER","18-19","ANA","C","R",1984-08-31,34,60,100.3,1.67,36.16,30.51,4.79,0.6,27.52,47.86,8.97,3.59,1.2,0
"Ryan Malone","RYAN.MALONE","07-08","PIT","L","L",1979-12-01,27,77,225.93,2.93,39.94,26.03,13.81,3.19,15.93,43.29,22.84,6.37,0,0
"Ryan Malone","RYAN.MALONE","08-09","T.B","L","L",1979-12-01,28,70,211.83,3.03,49.19,32.29,8.78,1.7,15.86,55.23,14.45,3.68,0.28,0
"Ryan Malone","RYAN.MALONE","09-10","T.B","L","L",1979-12-01,29,69,231.08,3.35,52.66,32.2,7.27,0.78,16.88,51.67,11.42,1.56,0.26,0
"Ryan Malone","RYAN.MALONE","10-11","T.B","L","L",1979-12-01,30,53,166.28,3.14,49.13,31.75,6.86,1.8,16.24,53.4,15.88,5.41,1.44,0
"Ryan Malone","RYAN.MALONE","11-12","T.B","L","L",1979-12-01,31,66,184.32,2.79,55.87,31.25,5.21,0.65,7.81,52.73,13.02,2.28,0.33,0
"Ryan Malone","RYAN.MALONE","12-13","T.B","L","L",1979-12-01,32,24,56.63,2.36,45.61,29.67,6.36,1.06,21.19,41.32,11.65,2.12,1.06,0
"Ryan Malone","RYAN.MALONE","13-14","T.B","L","L",1979-12-01,33,57,60.73,1.07,20.05,41.5,4.94,1.98,26.68,55.33,7.9,1.98,0,0
"Ryan McDonagh","RYAN.MCDONAGH","11-12","NYR","D","L",1989-06-13,22,81,50.93,0.63,11.69,27.1,15.32,3.53,84.82,41.23,20.03,4.71,0,0
"Ryan McDonagh","RYAN.MCDONAGH","13-14","NYR","D","L",1989-06-13,24,76,206.93,2.72,53.11,31.89,6.96,0.87,11.6,52.19,12.47,3.77,1.74,0
"Ryan McDonagh","RYAN.MCDONAGH","14-15","NYR","D","L",1989-06-13,25,67,157.88,2.36,49.02,32.3,11.4,1.9,18.62,50.54,15.2,3.04,0.38,0
"Ryan McDonagh","RYAN.MCDONAGH","15-16","NYR","D","L",1989-06-13,26,71,138.32,1.95,44.14,28.2,6.51,0.43,24.29,52.92,9.54,4.34,2.17,0
"Ryan McDonagh","RYAN.MCDONAGH","16-17","NYR","D","L",1989-06-13,27,74,227.75,3.08,61.55,29.24,6.59,0.79,11.59,57.69,9.22,3.42,0.26,0
"Ryan McDonagh","RYAN.MCDONAGH","17-18","NYR","D","L",1989-06-13,28,48,104.53,2.18,42.75,25.26,8.04,1.15,36.74,37.31,11.48,4.02,1.72,0
"Ryan McDonagh","RYAN.MCDONAGH","18-19","T.B","D","L",1989-06-13,29,81,51.38,0.63,13.3,14.01,7.01,2.34,71.23,35.03,11.68,4.67,1.17,0
"Ryan Murphy","RYAN.MURPHY","13-14","CAR","D","R",1993-03-31,20,46,115.8,2.52,45.82,32.12,6.74,1.55,16.58,56.48,11.92,2.07,0,0
"Ryan Murphy","RYAN.MURPHY","14-15","CAR","D","R",1993-03-31,21,36,75.52,2.1,44.69,27.81,3.97,1.59,27.81,44.49,11.12,6.36,2.38,0
"Ryan Murphy","RYAN.MURPHY","15-16","CAR","D","R",1993-03-31,22,34,63.48,1.87,37.3,27.41,4.73,0.95,24.57,47.26,12.29,1.89,0,0
